MAF3.0信号,MAF3.0信号,信号名称,共享内存内部信号,取值范围 单位 DBC名称,理论值factor,理论值offset,MAF获取理论值真值,MAF获取理论值,允许误差%,0不测试 1测试,0：上行 1：下行,发送信号值,发送信号值,发送信号值
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[19],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[19],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[19].exist_prob,目标存在概率,ObjExistProb[19],NA,1,0,0.03,"=ROUND(F601,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].sensor_tag,传感器标志,ObjStatus[20],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].object_id,目标id ,ObjID[20],NA,1,0,20,Senddata * Factor + Offset,0,1,0,20,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].relative_position.x,目标物在x方向的位置,ObjDistX[20],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].relative_position.y,目标物在y方向的位置,ObjDistY[20],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[20],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[20],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[20],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[20].exist_prob,目标存在概率,ObjExistProb[20],NA,1,0,0.03,"=ROUND(F609,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].sensor_tag,传感器标志,ObjStatus[21],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].object_id,目标id ,ObjID[21],NA,1,0,21,Senddata * Factor + Offset,0,1,0,21,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].relative_position.x,目标物在x方向的位置,ObjDistX[21],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].relative_position.y,目标物在y方向的位置,ObjDistY[21],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[21],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[21],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[21],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[21].exist_prob,目标存在概率,ObjExistProb[21],NA,1,0,0.03,"=ROUND(F617,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].sensor_tag,传感器标志,ObjStatus[22],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].object_id,目标id ,ObjID[22],NA,1,0,22,Senddata * Factor + Offset,0,1,0,22,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].relative_position.x,目标物在x方向的位置,ObjDistX[22],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].relative_position.y,目标物在y方向的位置,ObjDistY[22],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[22],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[22],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[22],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[22].exist_prob,目标存在概率,ObjExistProb[22],NA,1,0,0.03,"=ROUND(F625,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].sensor_tag,传感器标志,ObjStatus[23],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].object_id,目标id ,ObjID[23],NA,1,0,23,Senddata * Factor + Offset,0,1,0,23,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].relative_position.x,目标物在x方向的位置,ObjDistX[23],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].relative_position.y,目标物在y方向的位置,ObjDistY[23],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[23],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[23],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[23],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[23].exist_prob,目标存在概率,ObjExistProb[23],NA,1,0,0.03,"=ROUND(F633,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].sensor_tag,传感器标志,ObjStatus[24],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].object_id,目标id ,ObjID[24],NA,1,0,24,Senddata * Factor + Offset,0,1,0,24,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].relative_position.x,目标物在x方向的位置,ObjDistX[24],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].relative_position.y,目标物在y方向的位置,ObjDistY[24],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[24],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[24],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[24],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[24].exist_prob,目标存在概率,ObjExistProb[24],NA,1,0,0.03,"=ROUND(F641,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].sensor_tag,传感器标志,ObjStatus[25],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].object_id,目标id ,ObjID[25],NA,1,0,25,Senddata * Factor + Offset,0,1,0,25,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].relative_position.x,目标物在x方向的位置,ObjDistX[25],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].relative_position.y,目标物在y方向的位置,ObjDistY[25],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[25],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[25],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[25],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[25].exist_prob,目标存在概率,ObjExistProb[25],NA,1,0,0.03,"=ROUND(F649,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].sensor_tag,传感器标志,ObjStatus[26],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].object_id,目标id ,ObjID[26],NA,1,0,26,Senddata * Factor + Offset,0,1,0,26,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].relative_position.x,目标物在x方向的位置,ObjDistX[26],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].relative_position.y,目标物在y方向的位置,ObjDistY[26],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[26],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[26],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[26],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[26].exist_prob,目标存在概率,ObjExistProb[26],NA,1,0,0.03,"=ROUND(F657,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].sensor_tag,传感器标志,ObjStatus[27],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].object_id,目标id ,ObjID[27],NA,1,0,27,Senddata * Factor + Offset,0,1,0,27,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].relative_position.x,目标物在x方向的位置,ObjDistX[27],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].relative_position.y,目标物在y方向的位置,ObjDistY[27],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[27],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[27],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[27],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[27].exist_prob,目标存在概率,ObjExistProb[27],NA,1,0,0.03,"=ROUND(F665,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].sensor_tag,传感器标志,ObjStatus[28],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].object_id,目标id ,ObjID[28],NA,1,0,28,Senddata * Factor + Offset,0,1,0,28,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].relative_position.x,目标物在x方向的位置,ObjDistX[28],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].relative_position.y,目标物在y方向的位置,ObjDistY[28],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[28],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[28],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[28],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[28].exist_prob,目标存在概率,ObjExistProb[28],NA,1,0,0.03,"=ROUND(F673,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].sensor_tag,传感器标志,ObjStatus[29],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].object_id,目标id ,ObjID[29],NA,1,0,29,Senddata * Factor + Offset,0,1,0,29,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].relative_position.x,目标物在x方向的位置,ObjDistX[29],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].relative_position.y,目标物在y方向的位置,ObjDistY[29],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[29],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[29],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[29],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[29].exist_prob,目标存在概率,ObjExistProb[29],NA,1,0,0.03,"=ROUND(F681,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].sensor_tag,传感器标志,ObjStatus[30],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].object_id,目标id ,ObjID[30],NA,1,0,30,Senddata * Factor + Offset,0,1,0,30,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].relative_position.x,目标物在x方向的位置,ObjDistX[30],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].relative_position.y,目标物在y方向的位置,ObjDistY[30],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[30],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[30],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[30],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[30].exist_prob,目标存在概率,ObjExistProb[30],NA,1,0,0.03,"=ROUND(F689,2)",0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].sensor_tag,传感器标志,ObjStatus[31],NA,1,0,0,Senddata * Factor + Offset,0,0,0,0,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].object_id,目标id ,ObjID[31],NA,1,0,31,Senddata * Factor + Offset,0,1,0,31,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].relative_position.x,目标物在x方向的位置,ObjDistX[31],cm,1,0,1,Senddata * Factor + Offset,0,1,0,1,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].relative_position.y,目标物在y方向的位置,ObjDistY[31],cm,1,0,2,Senddata * Factor + Offset,0,1,0,2,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].relative_velocity.x,x方向相对目标物体速度,ObjRelVelX[31],cm/s,1,0,3,Senddata * Factor + Offset,0,1,0,3,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].relative_velocity.y,y方向相对目标物体速度,ObjRelVelY[31],cm/s,1,0,4,Senddata * Factor + Offset,0,1,0,4,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].obstacle_prob,物体为障碍物的概率,ObjObstacleProb[31],NA,1,0,0.03125,Senddata * Factor + Offset,0,1,0,0.03125,,
RadarPerceptionResult,radar_perception_objects.bosch_radar_perception_object_data[31].exist_prob,目标存在概率,ObjExistProb[31],NA,1,0,0.03,"=ROUND(F697,2)",0,1,0,0.03125,,
